,neighbourhood,dist
4673,south,0.06194382428555975
3153,west,0.09325540545791372
322,north,0.04267168380928387
11,west,0.051958664639488644
17,north,0.08690795755924349
4726,central,0.009871070414092669
3289,south,0.11561708406252114
3586,north,0.09892600001576707
4817,north,0.07196531274939995
5079,farnorth,0.14361169630819984
3867,central,0.020568169367253475
5391,central,0.005495256055909664
2213,north,0.043410180639107086
579,southwest,0.14537810495090972
19,farsouth,0.1944665524534299
1395,west,0.05878036242759444
5942,north,0.05526607435958868
3423,west,0.06670723912080145
5830,south,0.09588685723872907
770,west,0.0319539095435812
2185,farnorth,0.08859254889164972
4941,farnorth,0.07732219520370473
4925,farnorth,0.09337634899223204
5971,north,0.09698025819267694
6051,west,0.030960400112394388
494,northwest,0.17403800819107232
4351,west,0.0348274971699107
2427,south,0.11365995452717677
1094,farsouthwest,0.21371144734693487
2300,west,0.05093111236875607
4467,farnorth,0.0972089585126784
3408,farnorth,0.14698671360065127
6023,central,0.0168493491601328
6190,west,0.0533922682709701
4621,central,0.010560007155303065
6167,west,0.037677754061510076
86,south,0.06799488191857113
3484,west,0.1275942842885928
1655,south,0.05025750450549
1724,northwest,0.1132253491013307
2641,central,0.005434280000145851
480,farnorth,0.0971640016010028
4108,north,0.08689421609704427
2934,west,0.048203845397633664
4785,north,0.06903865473138336
1044,west,0.060186378318680504
4546,farnorth,0.09229800838110575
2539,west,0.09585425482011324
2450,west,0.0631011966219319
6175,north,0.10090089168644324
769,farnorth,0.11544350836282419
3,north,0.04648866648032759
1488,west,0.014698425736101731
1419,west,0.03769501005596515
3660,central,0.030545310067498572
1004,north,0.06798759156728047
965,central,0.017952478133110964
2128,west,0.0497662242803229
1113,central,0.009838735239860561
6145,south,0.08891170352164166
2223,north,0.09698773517883531
4443,west,0.03618900428471529
3766,west,0.0659168991922282
3754,southwest,0.07621552145802626
638,west,0.08015501311283064
6296,central,0.017272573610204935
921,west,0.0489171803676319
1552,north,0.0694052163394025
2989,south,0.0979935482321203
1967,north,0.06970301071775545
4652,central,0.027249151016498288
6085,central,0.027097911490001732
5313,north,0.06376768936632117
2362,north,0.05712971716295696
4441,north,0.07808116146113339
3085,south,0.10044709572267342
5260,north,0.06569871651044068
2379,northwest,0.11202644162481325
393,farnorth,0.11179404026654968
1634,north,0.09811815476820944
270,west,0.04799616483760843
551,north,0.09052019416195756
1625,farsouth,0.13473063422667228
3900,south,0.09607150690563825
4864,farnorth,0.09977969356095866
4767,south,0.049018975826914696
5759,west,0.05282429659842859
3090,south,0.09366428744789146
3727,farnorth,0.1417319252360524
5751,north,0.07100513592071592
5136,west,0.04334389543083518
703,south,0.08510302757905142
4523,northwest,0.11841909298385309
4485,farnorth,0.14085527394854291
4119,central,0.02016231889242967
3461,farsouth,0.17310676545739553
5231,south,0.08006620969622505
1666,south,0.05163185783138058
1335,south,0.09951638972109095
194,north,0.06723790721846717
3590,west,0.05103234455832793
5272,farnorth,0.12390438726340086
659,north,0.06903574824045781
6258,west,0.04001833678602531
3359,north,0.06869738585360258
361,south,0.09174499532465867
5234,north,0.06795270401624243
5851,west,0.058170369150613896
2311,southwest,0.08870185846485375
1126,west,0.06097680345114867
1020,north,0.0696313281728813
5280,north,0.051358915244764755
771,north,0.07034489439269631
13,north,0.0806156428934156
2718,farnorth,0.12231677124220398
5381,north,0.06673628361783275
5005,central,0.02936239661744566
5225,south,0.09956464143018437
2401,north,0.07532739633838154
2623,central,0.005595766892932736
133,north,0.07491961163219438
2084,central,0.0217717875958738
827,north,0.08935353816788469
4544,south,0.11534330034778927
6363,farnorth,0.09728248215953006
661,farsouthwest,0.16255114077458943
2579,west,0.13966299088562373
3802,farsouth,0.1622535296846344
5603,central,0.019557117147479004
6194,south,0.10399456423833447
6180,northwest,0.1956162927598739
622,northwest,0.10102800965632763
4149,north,0.05017773473483788
4090,central,0.012651241485325404
3891,farnorth,0.14383951492937785
1030,west,0.06436461809968695
3201,south,0.0404695867920577
3659,farnorth,0.08770554800649061
593,north,0.07301071115335762
6337,central,0.01378881195463119
2377,northwest,0.11281231223195384
2407,west,0.03971887399108286
3778,central,0.006056845310885519
1922,west,0.050333490869589534
443,west,0.01827256826829705
358,north,0.10586511768811822
5705,central,0.02836152688273389
1293,north,0.06692277501059858
998,farnorth,0.09330291570534804
5899,central,0.01755370978226741
3707,central,0.007850413436245261
2726,west,0.043648750899876416
2420,central,0.026161922848290876
2006,south,0.0532866417699633
191,farnorth,0.11678701763089128
893,west,0.04120864160729968
3650,west,0.08794363521664471
3309,central,0.023653150300115118
6075,farsouthwest,0.17104879692113695
4859,north,0.07406044066247251
256,north,0.08542056861856788
6259,north,0.06724629660523104
3405,west,0.09017159215140788
5838,west,0.058097305196701476
2827,central,0.014451563206789102
4053,south,0.04662517422080444
1832,south,0.03198775539358608
4241,central,0.017593539016348234
1037,north,0.08043011286277696
471,northwest,0.13978614941087428
6135,west,0.029415374210606828
5629,west,0.025815715816527036
759,south,0.08781863829005812
6214,west,0.04059253250438406
851,central,0.029230178910159537
3177,central,0.011853061339586666
1364,south,0.050175586883661936
3229,central,0.017198775744808725
4446,farnorth,0.10680633913358756
891,south,0.0835850570324647
1715,central,0.02826247715824812
4236,south,0.050127336884371584
4985,central,0.004532089045911208
2147,north,0.07541546716104824
4028,farsouthwest,0.14317085650061395
6414,central,0.0025847775378104853
335,west,0.05355353164003193
1121,west,0.052391927385037854
3003,west,0.057334402928078364
2088,farnorth,0.1680737551645688
5035,central,0.016168088047754284
2912,central,0.018486885706364076
4312,south,0.11864831137070789
5877,west,0.14309321814508447
3857,south,0.07005986941980762
919,west,0.05355375683478174
3789,central,0.012397873653172532
5368,north,0.04426016284560278
306,west,0.03221112017797284
1249,north,0.06713728018857652
3260,north,0.07584320562265055
2993,central,0.015970442420921462
3958,farsouth,0.16197357984289232
5375,southwest,0.05888545055545937
3472,central,0.019985600994716496
3369,central,0.0097695665779038
2236,west,0.04931691319536881
710,north,0.09654887056366296
4815,west,0.07172971952489199
4350,west,0.08870210468257494
4793,farnorth,0.10341688964148779
3271,farnorth,0.10358097828808914
5173,north,0.06697126380111945
789,central,0.008448582787659021
1012,north,0.08542237327022888
5571,west,0.062436880120004694
4675,south,0.0627224022429066
5787,farnorth,0.07606696985630299
2112,north,0.09734504301257216
6067,central,0.01410195869799521
4924,north,0.0971784092236405
1587,farsouthwest,0.19379344349879454
1441,north,0.09127707339260083
1613,north,0.0988392581068831
1603,northwest,0.10130654272612076
6041,west,0.024379318430169064
2334,west,0.0641529354520789
316,west,0.045446648447589486
5827,northwest,0.11531323611415842
3632,central,0.019051016537710064
4147,north,0.054806245475483226
330,farnorth,0.10111887186434604
2570,west,0.08566557230952554
1673,north,0.047585191889069095
3551,central,0.00289121135857806
5902,west,0.0975541298311799
1498,north,0.06449848251795609
32,west,0.040640045067884004
4087,central,0.011722226372154658
3862,central,0.02228781243460052
4856,farsouth,0.16110314792430258
4300,central,0.0343364210004476
6071,central,0.01782700824928904
1438,west,0.04290558032610187
5856,west,0.05638308305794172
4625,central,0.010445079565038803
1476,farnorth,0.13347379301990175
4683,central,0.022379659495178984
663,north,0.07056357019822243
1010,north,0.07139205585441326
1333,north,0.03323158917535999
3896,central,0.0050544015590430445
1141,north,0.07267736312717542
2495,west,0.047323181540539015
2049,northwest,0.12770306307649384
5920,south,0.13027920327942633
3683,north,0.10723220250987897
932,west,0.04798751970168595
1608,farnorth,0.10918366254672812
5404,north,0.10581729801463426
5453,central,0.020103689390755287
6136,west,0.02733260688481204
1140,north,0.10080940586631484
4655,central,0.013585687436409404
4497,south,0.08064044473538129
2107,west,0.03268293253548712
5183,central,0.0037983553177713385
772,central,0.02039859934210857
3589,west,0.05026513987964192
1533,north,0.07800278630356366
1427,central,0.010581554097582553
5009,central,0.006936958924492384
3420,farnorth,0.13270214231548813
6488,central,0.0025847775378104853
5508,southwest,0.09876929090724543
3675,north,0.09460302003170579
749,central,0.01293932637814045
2672,central,0.019120004579495514
83,farnorth,0.14669748586502232
5468,central,0.028522619219139487
2819,central,0.01845678929608241
128,north,0.10183291636361362
5446,farnorth,0.10692708797642435
1431,north,0.07286755178486158
2182,north,0.07283463422794959
1852,west,0.1410715328020464
2694,central,0.01500830753683581
3889,northwest,0.13626095789740064
5160,south,0.12603309999806028
4233,north,0.08085016986450574
522,farnorth,0.09918277769411028
1545,north,0.0676712576439922
4869,north,0.08546780066854945
2295,north,0.03959676773575795
3662,southwest,0.16100670015598922
1301,farnorth,0.10945734840164138
111,farnorth,0.07807075749036242
478,north,0.07240666465953555
3868,central,0.007799072196094272
3830,south,0.10997414713977763
4437,west,0.029993437267497425
657,west,0.05443683979732685
3407,central,0.014733893956454485
5672,west,0.0368853970985778
5347,west,0.02972722393227968
6525,farnorth,0.11137547550619296
3698,farnorth,0.12884923273003895
3035,south,0.04074609585125773
4537,north,0.09521075531219464
5482,central,0.02762038173378966
4999,central,0.028298888443190156
6148,central,0.020430832756396698
1432,central,0.02274333957711629
748,north,0.03897951060646503
2030,central,0.017512864731962462
2452,central,0.02165444691328613
2949,farnorth,0.12816342423296506
3969,south,0.13996691265839176
3027,southwest,0.1406900686726662
5511,farnorth,0.09064759694067577
1919,west,0.06481199264888828
4482,central,0.013508206028922736
4221,farnorth,0.14395461534497483
353,west,0.037917679769724176
107,west,0.027790329813083738
4581,farnorth,0.12966992508333397
2544,central,0.005743729025650468
120,north,0.07034437597363004
364,central,0.02819285879650801
5350,west,0.02972722393227968
1644,west,0.06401309302884577
4050,farnorth,0.10955944862548221
872,north,0.08834571912163032
898,west,0.0586910174312852
4530,west,0.030105748007972156
4464,central,0.018716349193155294
5289,south,0.06660556732827225
3668,northwest,0.10985358571807895
2754,north,0.03668281024021124
6327,central,0.013063555072028296
4907,central,0.01662310293296857
5734,central,0.020412257668371996
2441,south,0.0515114426037554
5719,west,0.03534012800088976
6069,central,0.014098484993779076
3682,central,0.018767456490432752
2657,farnorth,0.23557132518011858
1524,northwest,0.1251599758354034
6286,south,0.04268678183138428
4380,farnorth,0.07637853891715522
1960,north,0.06509750833265383
2027,south,0.10120605005196431
6193,north,0.06126405372745138
2687,north,0.044830335344712986
4981,central,0.01619751188052701
2472,farsouthwest,0.17155945355217467
4984,central,0.002769574537729979
4921,west,0.08464867436126142
6434,south,0.08073462972494139
55,north,0.08552648786849255
4468,central,0.01816347849725057
5252,farnorth,0.12664786254460633
2327,west,0.09498061313298323
5169,south,0.053000272292880075
3784,farnorth,0.1113084010446645
2991,farsouth,0.1543393349704518
1727,west,0.06345304820983433
1325,west,0.03563779587908904
4631,farnorth,0.14497076516014804
2866,north,0.07958078732406879
2018,northwest,0.12598624781744094
482,north,0.10704022398667933
3251,west,0.07724102351806829
6192,north,0.08106486542959791
6297,southwest,0.10902435254162146
3381,central,0.01416591907078151
1810,west,0.0939137227412434
3925,central,0.011082221759202687
671,south,0.06821714223800569
5552,south,0.04975303254195302
5666,north,0.10380641182083748
1421,north,0.10085384065626064
3767,west,0.03931272566382378
187,north,0.09601946181435718
2588,northwest,0.10995769895336546
5910,south,0.11419009445271626
1477,north,0.09380220623800925
2711,south,0.039303293591252515
2706,west,0.09287362062027077
1802,south,0.03976363704592408
6253,north,0.09256698210009617
6475,north,0.057080899284429526
1512,west,0.04391236198520653
4876,central,0.016970797480381192
4711,west,0.05211651376597097
4778,north,0.08740842718593606
3495,central,0.021811066161922823
2619,farsouth,0.15094796000979943
236,north,0.05974919747678572
5269,west,0.051391695013092605
6060,west,0.07424860967802095
3196,farnorth,0.07974907111133014
2359,west,0.0477796914925122
6513,west,0.05621428254730886
5832,central,0.005823755413827013
3205,south,0.13822613790134866
5434,central,0.026528044917029526
3243,west,0.08579735449952747
2997,central,0.015906175376880025
1444,west,0.05462572609237958
1928,farnorth,0.0889976253116879
468,west,0.041018270259959556
6269,north,0.06447404469334407
3743,south,0.08154688677761449
3219,north,0.09191866378010029
2133,north,0.06394459501099378
3128,farnorth,0.11849645077857046
418,north,0.0778851117423521
1702,north,0.060285526812986275
6088,north,0.0524436515807184
2917,southwest,0.10665807022030722
950,north,0.06942734970542774
1129,farnorth,0.13361654475071266
4624,central,0.012186386795109213
5647,central,0.029235942658314064
3741,farnorth,0.13132958039649578
437,northwest,0.13345648695330437
2265,west,0.0865871096129156
3972,central,0.005150043797871864
6171,central,0.025610479712810698
1436,west,0.041890324791288944
5673,south,0.09379759494675333
6302,south,0.10016650960835696
3770,north,0.10947088953287763
3991,south,0.07150750471887754
534,north,0.09763641943003305
821,north,0.04100913575192046
1848,north,0.03591754288811927
1571,farnorth,0.12378153147832055
5456,north,0.05915561118879124
883,central,0.01679065832896375
2382,north,0.07161442345728573
3371,south,0.05109668951233145
1417,farnorth,0.10270886387804305
1563,farnorth,0.1253930402180201
175,central,0.011742986635432318
3769,north,0.08018606531760801
1995,northwest,0.15549646539750583
5443,south,0.0647195193362911
4586,west,0.0926719202731839
5904,central,0.020157616305498394
1542,north,0.06583178489999687
5886,west,0.06816461955530059
1433,farnorth,0.12665893187264546
4532,west,0.011914670583768596
4205,north,0.06669070219392757
1646,west,0.053934933309678364
630,south,0.10213526207495814
2242,west,0.048798049050333775
909,south,0.08410979286100298
5685,south,0.10714443587030088
1925,north,0.06472713773309675
5953,northwest,0.11284274076394123
5229,north,0.04438575833664958
5141,west,0.09547497770159197
2416,west,0.050981621307286826
3163,central,0.01168366856428306
5495,north,0.07132224359285917
64,west,0.06865621888160275
5483,north,0.074544749668362
3474,northwest,0.13734308392896272
619,west,0.058503220279909875
5764,south,0.09308005560333876
5227,farsouthwest,0.1644537432079939
216,farnorth,0.14720687393976908
2722,south,0.025076504204534954
5598,south,0.09051682769033054
2527,farnorth,0.1274723963810097
4539,south,0.10992257139969502
4549,farnorth,0.09229759003960562
5615,southwest,0.06725054889827296
5691,west,0.03681128097634026
5246,north,0.1047924233860351
2132,northwest,0.13293934923534936
4171,west,0.08377288715998439
2854,west,0.0491206033260951
460,farnorth,0.09801965884004361
5343,west,0.08194582678280826
2007,farnorth,0.07777162237680268
4144,central,0.0177959761496787
267,south,0.0262306615837299
5767,central,0.017606673255334725
1521,north,0.08644457770802291
679,farnorth,0.12333840605066387
817,west,0.06466132048697121
4481,central,0.01323924616887057
5181,south,0.05386548400525132
3486,west,0.030679471428296575
4282,northwest,0.10970613674320859
2282,north,0.09454997890596555
5397,farnorth,0.13002164708662217
4326,central,0.014969897231446516
1291,north,0.05284616443148402
1,west,0.05456970741280785
2399,north,0.05796600285615059
3745,west,0.022814852686786118
1752,north,0.06584328769981088
2717,west,0.06044410964782946
5191,north,0.04809861419126056
4598,farnorth,0.12395291634778074
6212,west,0.03334739508747063
5233,north,0.07049415821981314
1103,farnorth,0.11615867795011874
561,west,0.036253510493733695
5255,north,0.08481983326745014
4038,central,0.006729301235639761
880,north,0.08182643484301486
1787,farnorth,0.14377174634509388
1008,northwest,0.15828324484644316
6200,west,0.01984962022608309
6086,north,0.06319093940684412
1426,northwest,0.10413219436427086
1120,central,0.010965853506226461
5714,south,0.048915152571774735
4727,central,0.0107787446263433
2166,central,0.022839245852699887
5214,north,0.07026868229246351
1195,north,0.03641209314389235
2966,west,0.09179358974960879
3656,central,0.015284054668837593
2517,west,0.04765907484540422
4835,northwest,0.1608414271980925
1330,farnorth,0.10346393458166823
6515,south,0.08628090454254685
5028,north,0.07468178556461193
5720,west,0.05003147848224088
6091,south,0.11391489542250838
1420,northwest,0.10594803907160757
3399,west,0.09114427099449399
2179,north,0.10542784903012388
6379,west,0.01647297128996483
3203,south,0.048596272769831465
1721,north,0.0673900252494346
2541,south,0.032195925194345915
1231,west,0.04786008941821852
2206,central,0.008285578261050754
396,farnorth,0.11166277449140796
6529,north,0.05543984176672957
2978,farsouth,0.15279276647512532
5786,north,0.049241578113618324
5997,farnorth,0.16276733377160202
3816,central,0.02228781243460052
1535,west,0.029372366998926196
6070,central,0.012156697212642576
3905,northwest,0.11112689449056774
2692,west,0.06594903358745542
3401,central,0.009369807635169503
2656,central,0.0196244235359902
1959,north,0.0664663731455179
613,west,0.05423039412652984
290,farnorth,0.10988141604074038
4161,northwest,0.2100667456193831
2922,north,0.08924535765583982
990,north,0.06940706378402398
2762,west,0.08493346948712253
2360,farnorth,0.1320489182050235
4630,central,0.012980170997333482
5218,north,0.0564056929672839
2708,north,0.08687640498501163
4346,north,0.09497349924646845
2287,farnorth,0.17972014419958124
650,north,0.051648336886290884
1559,north,0.062037803693550095
487,west,0.04039963246267929
2573,west,0.049903170311300996
4844,north,0.062076839732055605
1772,north,0.08820298171330951
2290,west,0.0569238050653577
1678,west,0.05718905845631084
345,farnorth,0.14702642107839076
1313,north,0.06925089151136829
2928,north,0.05315668009873466
5791,west,0.034542129325212396
5896,central,0.018051380864633124
852,central,0.012890327192123834
3616,central,0.016101470216095842
92,northwest,0.11042496047144235
3564,north,0.08228334596452898
6377,south,0.04053198923221245
6118,west,0.04457435512847784
4402,farnorth,0.12225491400805764
794,west,0.015493343316396572
2440,north,0.040516568846831365
6173,central,0.02646894132979304
2316,west,0.06538799418179352
4640,northwest,0.10366523929995937
2390,west,0.05668728075255549
2963,central,0.01830023013844127
6011,northwest,0.1052214564388795
3411,south,0.0719184326798143
2698,north,0.0708566826144046
702,west,0.07021578693655113
1774,west,0.05947227312890515
4612,northwest,0.12630570406406386
5430,central,0.003974392924713274
4645,north,0.05562733521497242
3419,south,0.07643916990078553
6093,central,0.004064421129746122
5989,farsouth,0.15710971353522835
2743,west,0.04134758613412724
3072,south,0.05358244383302919
4756,farnorth,0.1367340408790675
1525,west,0.012859441011167483
2491,west,0.0476074543650403
4768,west,0.06478614962411827
3963,west,0.06126604376911578
4216,central,0.015939627571567336
4379,south,0.10008090910418496
6288,west,0.05848195734684796
430,north,0.05033284183432586
4198,west,0.06132427831714813
2543,central,0.0025435563921367347
6518,north,0.05505491674372601
5377,farnorth,0.07825872806990336
2249,central,0.006104746933330039
3169,west,0.014182424585380111
2857,south,0.05391341798773539
1015,north,0.09232868017641797
4436,west,0.029993437267497425
5206,farnorth,0.12243905618355305
6198,west,0.01741098731031498
1739,central,0.017186566821801655
1128,south,0.05444284348856078
4073,north,0.09499744779265183
3469,south,0.13277216870685618
4062,west,0.020744852448739252
4867,south,0.12519829854723127
2742,central,0.016516147950409024
4302,west,0.032279388952088164
5829,northwest,0.11013931642750366
6057,southwest,0.12418737983837011
632,northwest,0.12170046612531578
577,north,0.09864008454537748
4098,central,0.011579030318647645
1080,north,0.06785452025560802
4748,farnorth,0.10208589504490034
4140,central,0.017904748395883012
3285,north,0.09611718971713265
3052,south,0.05082505137351758
5819,west,0.08562757541305285
2943,farnorth,0.09461182082128618
1855,north,0.10491066054085828
5105,north,0.06746181384397888
2426,farnorth,0.17454498083622508
1917,northwest,0.12252373921456655
4193,south,0.11416773911714613
5504,southwest,0.0668024602475107
983,farnorth,0.14599049530404218
4977,south,0.051971396201369674
1675,north,0.06645844722169508
785,farnorth,0.10095271042977995
5089,central,0.016297399765608792
4388,north,0.0814291825767582
1973,north,0.07055675502118579
4638,north,0.06710720294513077
500,north,0.06311841347118348
2914,farsouthwest,0.18617885364111642
363,northwest,0.1773144404698034
2117,west,0.030930320772985267
3263,south,0.09390212308100404
1361,north,0.07322722433029377
292,farsouth,0.19583300156797326
2583,north,0.03897788582157706
2820,northwest,0.11830075140554586
4267,north,0.08830548639307961
4076,farnorth,0.09302758807536274
1682,farnorth,0.10945316016963015
93,farnorth,0.09819948805935443
4821,west,0.04901898170219363
5933,central,0.02771173655908288
4892,central,0.014557396440299674
4716,farnorth,0.1319371103182092
5917,south,0.049774978283471744
2078,south,0.09344897285214278
859,west,0.05348275855936508
5039,west,0.05018120157110443
279,north,0.08305126864243567
5895,central,0.01829789428104144
6451,south,0.07364517860139647
2705,west,0.04077058467962929
1939,west,0.012391876658516363
4215,central,0.01792069683690448
6206,west,0.025233957579414566
1956,west,0.05640612653887428
6313,south,0.06438406286590025
2437,northwest,0.16013971055024756
5499,central,0.02763948695471329
861,northwest,0.168479549806845
5412,north,0.03714773467009097
938,west,0.08047841498886357
6332,west,0.03183940634684762
2056,west,0.06076467683712352
6,north,0.050716131231787004
1063,west,0.06352880246879145
5576,northwest,0.1329884268315062
3293,south,0.08402366827936497
4272,central,0.016234960274666792
4597,southwest,0.13512479813535172
224,north,0.06933067851333521
1523,north,0.09050379929659827
2388,northwest,0.16616683818114714
436,south,0.06347024108289395
5126,west,0.030831935896394252
5924,central,0.019494171208853887
1043,north,0.07461143906345377
1358,north,0.06617163887285307
1826,farnorth,0.18923586602734388
4143,central,0.016734092360209157
602,northwest,0.12479388398121742
5049,west,0.03993224600645299
4181,farnorth,0.08700755690811732
4553,farnorth,0.07842394133885382
6132,farnorth,0.09807535078254738
1338,west,0.05947381957734874
4504,west,0.09898388551233891
5419,farnorth,0.08056738356878174
1853,west,0.04226151288252214
4166,north,0.06052101359957112
768,south,0.032059778525750246
1308,west,0.05994155265856666
2079,west,0.05164291578831861
2596,north,0.10376399205465243
5868,north,0.06516890570754497
5455,central,0.016751489220956428
6443,south,0.10905609159967754
2951,north,0.09514059499035442
2104,northwest,0.1093768210505291
1931,north,0.03450511311559296
6053,west,0.0740082836925578
5930,northwest,0.12481590254097334
464,west,0.0535224567365864
568,west,0.06233084994703364
725,central,0.013646705064596046
3757,south,0.07308406353727481
1818,west,0.057687535977184616
1526,farnorth,0.190366785314867
1964,farnorth,0.1462128671462166
395,north,0.037529712057508574
2279,west,0.05259370220016205
5358,west,0.02972722393227968
660,west,0.07531493014747338
813,north,0.06733664505393776
2101,farnorth,0.12543947429385394
1143,north,0.061819217652111666
1035,farnorth,0.09841918320692947
6178,north,0.07917989229039464
25,farnorth,0.10024046192590785
1823,west,0.12410672593828141
2879,northwest,0.10881472594790768
2457,north,0.07222401815961063
6455,west,0.09688171090980181
5857,northwest,0.16855178496568432
4429,south,0.05228764992921544
1815,south,0.06879827171608496
3126,west,0.02345903116327568
5947,south,0.10066081270842503
1962,north,0.10345489405107347
3516,north,0.09113997511036508
773,north,0.06368939647319
5900,south,0.04502797911432439
3272,north,0.04977518007119289
5330,central,0.002589271542343529
5538,west,0.053653435371084905
5016,northwest,0.1406862540233295
1153,farnorth,0.1442199822462821
201,north,0.06372852767104312
5365,west,0.045829624732473276
2070,west,0.03780906683746147
1986,west,0.034757981286592826
3568,central,0.01665630352509197
4747,south,0.12302843235252886
3224,west,0.014953717100435878
6275,west,0.05354946295827801
6090,west,0.04057767286475694
6127,south,0.05465105999996592
5326,farnorth,0.12605295172711678
790,farnorth,0.11205598618154589
2346,north,0.08536672789277536
139,west,0.06071799824697385
1886,north,0.1039610575125016
338,west,0.014142829671602216
260,farnorth,0.14702642107839076
36,farnorth,0.10888824307113466
719,northwest,0.13270642844685174
5475,south,0.07872592157047567
6318,west,0.03106705752263338
3961,south,0.10035712008183881
376,central,0.016361363241486376
3982,central,0.006927525324372966
4058,west,0.08369099726445946
3500,central,0.0216013921569879
2653,farnorth,0.12121828845152992
3710,central,0.002149598827695117
1107,west,0.06584811140130328
2618,west,0.05357078553763202
302,west,0.06663700922999719
1075,west,0.04595372793495093
5577,central,0.02481141799897653
5090,west,0.01849763852820168
3644,north,0.03557802331664398
2903,south,0.14354181163383084
362,north,0.07938619990349761
5645,west,0.053708573013241154
1565,west,0.03261009596919243
5399,farnorth,0.098194264553073
4686,north,0.07477489535345046
733,south,0.08709404961948303
953,north,0.06616718448838468
481,north,0.08703975684202826
6472,central,0.0020482192570317687
2474,west,0.034715777149875414
272,west,0.06971515478803
5752,north,0.05782169211393932
6429,west,0.04028060000686556
2881,north,0.05843457920717157
2925,north,0.07565195489291192
6438,central,0.0036545389587008814
6105,south,0.0936970992460338
5881,south,0.03923504034813937
709,north,0.03874079079109414
3642,south,0.12819655726703844
5915,north,0.10101492709060245
5439,west,0.07614414398441695
2849,farnorth,0.1326157820740742
4469,west,0.024361747045726558
2861,south,0.056616786195618
130,north,0.057093837067752916
3878,south,0.05178343657116603
5210,northwest,0.14969683635640665
5142,north,0.07826541222736513
4383,northwest,0.16862426795427696
1365,central,0.02781032439795781
490,west,0.06405682245568439
89,south,0.06841423862852815
1635,farnorth,0.10823042998675945
1992,north,0.07654697004531988
5414,central,0.02963906974113302
351,north,0.07589416356426881
2234,north,0.06402741474649531
1218,north,0.08122088868707399
3231,farnorth,0.11150951564381668
5654,west,0.07435656591801561
5155,south,0.08055136988978365
1942,west,0.057768443073349295
399,north,0.05823762638637796
3881,central,0.006734097053055441
3396,central,0.00993966514124127
6502,central,0.019500082028541404
1049,north,0.084324218485078
5351,west,0.02972722393227968
1821,south,0.030893901908302376
1100,farnorth,0.12939906867948642
4007,west,0.05629950109121363
4983,south,0.053029264817836506
2024,farnorth,0.16930792503340764
5790,north,0.0798266578476029
5194,central,0.004108981275208341
421,north,0.0778851117423521
5410,west,0.08982838798018436
1401,west,0.04349651405709453
5607,central,0.018433814990939643
2083,north,0.09569192475397104
963,farnorth,0.11009633795508049
3249,central,0.014431264363178294
1101,farnorth,0.11200931228750438
4558,farnorth,0.09884038991788292
5114,west,0.04031524167259035
2515,farnorth,0.13484990087915344
5601,central,0.018333758565006332
2535,west,0.13608729653835633
2738,north,0.07199923071199628
435,north,0.11375511167028493
3075,west,0.03871683632632416
2303,farnorth,0.10146693545741504
6205,southwest,0.0730685950536866
829,north,0.11043421447684494
788,west,0.07118482910788293
4850,central,0.018268714873248562
3451,central,0.0056610203250025476
456,central,0.013026636984274746
5291,south,0.06505895836178674
2073,southwest,0.12480056169392253
6517,west,0.1448278254807289
3977,central,0.022738776728750215
3053,central,0.013009412558601769
1105,northwest,0.11151805905376347
4591,west,0.06338745111707383
1770,north,0.05071980204140988
398,central,0.022783472586937352
5911,north,0.06650488396440585
797,central,0.03609157285461871
3458,north,0.08395365440002427
5293,south,0.06692392737370166
6245,south,0.03804253155509338
5931,central,0.020316583746292038
6211,north,0.0526282859223006
1458,west,0.025599557322725678
1664,farnorth,0.1388256448323548
1334,west,0.031462606743876874
755,northwest,0.11726551482477417
65,west,0.04437304703442512
177,west,0.0562630203163571
1747,north,0.06710042657926753
3882,central,0.007442928934226105
6257,west,0.05091308176804227
26,north,0.066681731344648
525,north,0.07193304886572653
5018,central,0.014348759915756595
4206,farnorth,0.10760067278190967
3894,central,0.00724945564300359
2369,west,0.08866924589235628
3123,west,0.014961660038899269
664,south,0.11314466389150461
5312,farsouthwest,0.14016826485021244
3636,central,0.017791648128270145
2456,farnorth,0.09889172296567193
1221,north,0.09361995906385452
1742,south,0.07519776905680402
5487,south,0.0852743620505058
332,south,0.0692600934385787
5584,west,0.06666160267439016
4945,west,0.06839092447919945
598,west,0.058595091527522444
6453,central,0.013164238616314682
2434,farnorth,0.15383477096911055
6110,south,0.09010377496598364
1459,north,0.03218203311041294
3936,north,0.09001630291852426
1415,west,0.03933415644347944
739,farnorth,0.09543142978662536
3262,west,0.012786179692140118
228,south,0.06365748690547078
6218,north,0.07170877385034075
498,farnorth,0.08969107972992164
7,north,0.0637728966812641
1977,west,0.05416868504144582
902,north,0.08267074669506325
5200,north,0.05425294770903457
4875,southwest,0.09300734607072877
370,central,0.008153108800946392
4496,northwest,0.14798083778353638
2365,south,0.07255135846502539
3823,central,0.013070523750789565
5133,north,0.06652146666392067
1237,farnorth,0.13811834380385135
3105,farnorth,0.12105467833966084
1932,farnorth,0.11208721746532416
5226,central,0.014517450434559414
3507,north,0.07043038877585753
949,north,0.046493811191594354
1717,northwest,0.15825805280969515
2183,central,0.01541994964713024
3438,south,0.06994789179897189
2576,farnorth,0.1386429404445782
2325,west,0.08276178426736978
3057,northwest,0.12030001592318224
5124,west,0.06341482753362693
138,west,0.07732931893608494
5189,south,0.1296480994967577
