,review1,review2,review3,id,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,number_of_reviews_ltm,instant_bookable,host_days,response_score,neighbourhood_farnorth,neighbourhood_farsouth,neighbourhood_farsouthwest,neighbourhood_north,neighbourhood_northwest,neighbourhood_south,neighbourhood_southwest,neighbourhood_west,dist,property_group_0,property_group_1,property_group_2,property_group_3,property_group_4,room_type_entire_home/apt,room_type_hotel_room,room_type_private_room,room_type_shared_room,crowdedness,crowdedness_diff,crowdedness_ratio,crowdedness_adj_ratio,long_term_stays_allowed,gym,patio_or_balcony,paid_parking_off_premises,coffee_maker,first_aid_kit,fire_extinguisher,private_entrance,bbq_grill,lockbox,indoor_fireplace,hangers,elevator,dishwasher,laundromat_nearby,heating,bathtub,air_conditioning,hot_water,hair_dryer,free_street_parking,oven,shower_gel,free_parking_on_premises,lock_on_bedroom_door,dryer,keypad,washer,outdoor_furniture,room-darkening_shades,baking_sheet,wine_glasses,tv,bathrooms_privacy,bathrooms
6192,0.8943661425088608,0.1477810918044399,0.6709675909524148,52766193,0.98,0,1,4,2.0,162.0,32,1125,1,70,0,0,1,1828,1,0,0,0,1,0,0,0,0,0.08106486542959791,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
6297,-0.4762534287505181,2.34898142036124,-0.25397867502419486,53111514,0.86,0,0,5,3.0,157.0,1,1125,1,10,3,3,1,47,1,0,0,0,0,0,0,1,0,0.10902435254162146,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1.0
3381,2.1087857006612065,-1.84213655869511,-0.5904463916567164,38832706,0.98,0,1,2,1.0,164.0,30,1125,1,58,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.01416591907078151,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1810,1.026415954508566,2.2790450495538184,-0.8700513833918554,24446580,0.81,0,0,9,3.0,109.0,7,28,1,89,47,12,0,2007,1,0,0,0,0,0,0,0,1,0.0939137227412434,0,1,0,0,0,1,0,0,0,1,6.0,3.0,2.0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1.0
3925,4.161594480067675,0.12386106240442846,1.982396854312702,42104804,1.0,0,1,2,2.0,65.0,1,1125,1,0,3,0,1,860,0,0,0,0,0,0,0,0,0,0.011082221759202687,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2.0
671,2.0437738539948564,2.469630800197781,-0.5017729907733351,11207835,1.0,1,1,5,3.0,78.0,30,365,1,73,35,2,0,2286,1,0,0,0,0,0,1,0,0,0.06821714223800569,0,0,1,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1.5
5552,-0.37416495927310023,-0.33003756253576655,-0.8339190536202911,50269785,1.0,0,1,5,2.0,115.0,3,1125,1,79,6,6,1,1390,1,0,0,0,0,0,1,0,0,0.04975303254195302,0,0,1,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1.0
5666,-0.7021671426744133,0.1974403354126366,0.14791909251957852,50639536,0.98,0,1,2,1.0,129.0,1,365,1,42,16,16,1,699,1,0,0,0,1,0,0,0,0,0.10380641182083748,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
1421,-1.4178956434302215,0.21519561904563955,0.10049501410976697,20666176,1.0,1,1,3,1.0,103.0,3,30,1,73,162,22,1,2618,1,0,0,0,1,0,0,0,0,0.10085384065626064,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
3767,3.5122643139560745,0.39835699851087375,-3.4568874291124714,41348441,0.7,0,0,16,7.0,2499.0,2,1125,1,9,1,1,0,746,1,0,0,0,0,0,0,0,1,0.03931272566382378,0,1,0,0,0,1,0,0,0,1,9.0,2.2857142857142856,1.2857142857142858,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,6.0
187,-1.2148544009527014,0.1914270302826436,0.1348936504881503,3088192,1.0,1,0,8,2.0,146.0,1,1125,1,38,436,41,0,2770,1,0,0,0,1,0,0,0,0,0.09601946181435718,0,1,0,0,0,1,0,0,0,1,6.0,4.0,3.0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1.0
2588,-0.7424574532049864,0.006824295732574252,0.27490635972581956,32125479,0.88,1,1,2,1.0,71.0,7,180,1,83,39,13,0,2902,1,0,0,0,0,1,0,0,0,0.10995769895336546,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1.0
5910,7.222592889646729,1.6017389992613171,-0.04087132042296211,51594418,0.94,0,1,8,3.0,100.0,3,1125,1,88,0,0,0,652,1,0,0,0,0,0,1,0,0,0.11419009445271626,0,1,0,0,0,0,0,1,0,1,5.0,2.6666666666666665,1.6666666666666667,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,2.5
1477,-1.294513020182577,0.018379353089200374,0.24045261241634872,21169118,0.93,1,1,4,2.0,149.0,2,1125,1,31,236,48,0,2762,1,0,0,0,1,0,0,0,0,0.09380220623800925,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,2.0
2711,0.9695115075112112,0.6572926851366419,0.029210117871390988,33501623,0.97,0,1,7,3.0,112.0,3,1125,1,89,55,9,1,1095,1,0,0,0,0,0,1,0,0,0.039303293591252515,0,0,1,0,0,1,0,0,0,1,4.0,2.3333333333333335,1.3333333333333333,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
2706,0.7172894277347078,1.2291855675616168,-0.8114438196628269,33453179,0.78,0,0,10,4.0,100.0,1,7,1,84,79,24,0,995,1,0,0,0,0,0,0,0,1,0.09287362062027077,0,0,1,0,0,1,0,0,0,1,6.0,2.5,1.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0
1802,-1.2972589560747252,0.05618251333241678,0.12860389907926906,24335220,0.96,1,1,6,1.0,214.0,2,30,1,0,34,9,0,2534,1,0,0,0,0,0,1,0,0,0.03976363704592408,0,1,0,0,0,1,0,0,0,1,5.0,6.0,5.0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1.0
6253,3.6065829915248337,0.4956815600633676,0.5201315928360574,52984969,1.0,0,1,5,3.0,90.0,1,47,1,72,0,0,0,59,1,0,0,0,1,0,0,0,0,0.09256698210009617,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6475,1.5086708406836273,-0.8639752141811514,1.751172448729409,53629055,0.98,0,1,5,2.0,116.0,2,365,1,88,0,0,1,738,1,0,0,0,1,0,0,0,0,0.057080899284429526,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.0
1512,-1.0622172587975451,-0.2622128921539266,0.06590917653810693,21413004,0.93,1,0,4,2.0,152.0,2,30,1,42,49,25,0,2390,1,0,0,0,0,0,0,0,1,0.04391236198520653,0,0,1,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1.5
4876,2.7129152266492356,-0.8640796388676697,-0.3630431717571335,47915285,0.98,0,1,4,2.0,194.0,30,1125,1,64,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.016970797480381192,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
4711,-0.07422450732869773,-1.2721581602035301,-1.4953055871347085,46985157,1.0,0,1,3,1.0,50.0,1,1125,1,0,1,1,1,3756,0,0,0,0,0,0,0,0,1,0.05211651376597097,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
4778,0.4367271538465384,0.4859297329693907,-0.46062749347982135,47520354,0.73,0,1,4,2.0,177.0,2,1125,1,80,62,62,0,703,1,0,0,0,1,0,0,0,0,0.08740842718593606,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
3495,-0.9333876342098215,-0.40339864289046606,0.09339730931739962,39550614,0.83,1,1,2,1.0,245.0,1,28,1,65,4,3,1,789,1,0,0,0,0,0,0,0,0,0.021811066161922823,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1.0
2619,4.11757479069384,-0.01762731749191057,-0.19829193244685836,32607378,0.5,0,1,4,4.0,200.0,3,23,1,90,6,0,1,1028,1,0,1,0,0,0,0,0,0,0.15094796000979943,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.5
236,-0.5035486670696143,-0.45888125847381317,0.14398798958959125,4051574,1.0,0,1,2,1.0,79.0,1,1125,1,0,21,0,0,2660,0,0,0,0,1,0,0,0,0,0.05974919747678572,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5269,-0.9858190214158087,0.7704168089121883,-0.0043247043747732025,49462455,1.0,1,1,4,2.0,249.0,3,180,1,82,29,29,1,1601,1,0,0,0,0,0,0,0,1,0.051391695013092605,0,0,1,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,2.0
6060,24.164353100241865,3.2688485313856788,2.189143464461386,52324823,0.99,0,1,2,1.0,42.0,1,1125,1,87,1,1,1,2633,1,0,0,0,0,0,0,0,1,0.07424860967802095,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,2.0
3196,-1.4509459904244006,-0.02372881283528164,0.06892019584469847,37526169,1.0,1,1,2,1.0,70.0,2,40,1,57,35,18,0,2718,0,1,0,0,0,0,0,0,0,0.07974907111133014,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1.0
2359,-0.6381005471898719,-0.12160905254302266,-0.25480811394741426,29545290,0.89,0,1,8,3.0,99.0,2,365,1,82,71,25,0,1752,1,0,0,0,0,0,0,0,1,0.0477796914925122,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2.0
6513,-0.26704019526946643,-0.693435583697185,0.3412052114285678,53758907,1.0,0,1,9,3.0,88.0,2,365,1,75,0,0,1,16,0,0,0,0,0,0,0,0,1,0.05621428254730886,0,1,0,0,0,1,0,0,0,1,6.0,3.0,2.0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
5832,-0.7117764029793591,-0.14009586660995868,-0.0337052114833596,51310640,0.97,1,1,3,1.0,237.0,2,1125,1,78,2,2,1,1355,1,0,0,0,0,0,0,0,0,0.005823755413827013,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.0
3205,-1.122900983658503,1.0340219986880548,-0.16844489856490555,37570453,0.95,1,1,2,1.0,31.0,30,180,1,0,8,5,0,3789,1,0,0,0,0,0,1,0,0,0.13822613790134866,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,2.5
5434,-0.9977231019692044,0.019451995616404004,0.04453812089712749,49979135,1.0,1,1,6,2.0,150.0,2,365,1,77,32,32,1,443,1,0,0,0,0,0,0,0,0,0.026528044917029526,0,0,1,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2.0
3243,-0.6159503593985558,0.17827587438981024,0.013846504704508258,37959999,0.62,0,0,6,2.0,99.0,2,1125,1,78,63,35,0,2585,1,0,0,0,0,0,0,0,1,0.08579735449952747,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0
2997,0.5616566238008935,-1.1513478131002572,-1.2197371497673777,35927069,0.98,0,1,2,1.0,174.0,30,1125,1,0,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.015906175376880025,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1444,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,20872794,1.0,0,1,3,1.0,75.0,1,1125,0,0,1,0,0,2271,0,0,0,0,0,0,0,0,1,0.05462572609237958,0,1,0,0,0,0,0,0,1,1,2.0,3.0,2.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1.0
1928,-0.8585711462784562,0.29037328919306965,0.18595189677481133,25364757,0.9,0,1,2,1.031413612565445,91.0,1,1125,1,71,351,85,1,1303,1,1,0,0,0,0,0,0,0,0.0889976253116879,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
468,-0.5083011502337461,0.15929040057621607,0.43622375956160303,7482058,1.0,0,1,4,1.0,153.0,1,1125,1,19,268,12,1,2186,1,0,0,0,0,0,0,0,1,0.041018270259959556,0,0,1,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.5
6269,-0.8544924355883224,-0.5098734966357974,0.43487546506092845,53045447,0.68,0,1,6,3.0,111.0,1,365,1,79,0,0,0,51,1,0,0,0,1,0,0,0,0,0.06447404469334407,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
3743,-0.8838892151847949,0.6395769586443653,0.255122825918428,41160612,0.94,1,1,6,3.0,190.0,7,1125,1,76,12,10,0,4237,1,0,0,0,0,0,1,0,0,0.08154688677761449,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,3.5
3219,-0.6304618775738622,-0.16638659431643035,0.09582579095541655,37711825,1.0,1,1,6,3.0,133.0,2,365,1,81,39,38,1,2335,1,0,0,0,1,0,0,0,0,0.09191866378010029,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,2.0
2133,-0.24644030017903604,-0.39887012673460936,-0.16840917458262547,27584585,1.0,0,0,8,3.0,189.0,2,40,1,65,113,34,0,2133,1,0,0,0,1,0,0,0,0,0.06394459501099378,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
3128,0.5447279945386342,-0.40687944120295283,0.7151228152162465,36942741,0.92,0,1,2,1.0,38.0,1,1125,1,0,23,3,1,969,1,1,0,0,0,0,0,0,0,0.11849645077857046,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1.0
418,-1.0038127797090208,-0.15421387418279695,0.6237668348075094,6780171,0.96,0,1,6,2.0,139.0,2,1125,1,90,34,10,1,3845,1,0,0,0,1,0,0,0,0,0.0778851117423521,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
1702,-1.161935952136352,-0.20757455714699427,0.09529972250851,23223330,0.99,1,0,3,1.1680440771349863,99.0,1,14,1,65,207,52,0,1406,1,0,0,0,1,0,0,0,0,0.060285526812986275,0,0,1,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
6088,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,52421674,1.0,0,1,6,3.0,199.0,2,1125,1,78,3,3,0,3610,1,0,0,0,1,0,0,0,0,0.0524436515807184,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
2917,0.4912390189278566,2.856078207237903,-1.5204036429545424,35284210,0.8,1,1,2,1.0,20.0,2,3,1,89,2,0,0,3843,1,0,0,0,0,0,0,1,0,0.10665807022030722,0,1,0,0,0,0,0,0,1,1,1.0,2.0,1.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,2.0
950,-1.4192810162774918,-0.16357691397967464,0.11341474938793507,15088466,0.92,1,1,2,1.0,175.0,365,365,1,0,77,1,1,3493,1,0,0,0,1,0,0,0,0,0.06942734970542774,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1.0
1129,-1.06166064187473,0.4114690626264326,0.12877396470274582,17479945,0.0,0,1,2,1.0,28.0,2,3,1,0,182,0,0,1755,0,1,0,0,0,0,0,0,0,0.13361654475071266,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0
4624,0.3665245629794772,-0.30943518436109096,-0.19739974828403573,46491432,1.0,0,0,2,1.031413612565445,115.0,4,280,1,89,35,33,0,372,0,0,0,0,0,0,0,0,0,0.012186386795109213,0,0,1,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1.0
5647,-1.3881073988020671,-0.061763854441303355,0.3618556519224174,50572822,1.0,1,1,6,3.0,169.0,2,365,1,72,33,33,1,258,1,0,0,0,0,0,0,0,0,0.029235942658314064,0,0,1,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0
3741,-1.4875910046439205,-0.04664430315079598,0.07432089364808021,41136340,0.25,1,1,2,1.0,65.0,1,31,1,33,17,1,0,3221,0,1,0,0,0,0,0,0,0,0.13132958039649578,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1.0
437,-1.0617866019597273,0.340687782631154,0.2443230878516939,6975132,0.7,1,1,5,2.0,84.0,1,90,1,74,59,16,0,2370,1,0,0,0,0,1,0,0,0,0.13345648695330437,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1.0
2265,-0.8110105111807812,0.4748091893801959,-0.0899295198078745,28777485,1.0,1,1,6,3.0,138.0,1,1125,1,63,70,53,1,1181,1,0,0,0,0,0,0,0,1,0.0865871096129156,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1.0
3972,2.170161231053364,0.8530444143969876,-0.40772915971144047,42395595,0.98,0,1,2,1.0,142.0,30,1125,1,22,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.005150043797871864,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
6171,-1.37609546152167,-0.10401972501426887,0.74001819403713,52694238,1.0,1,1,6,2.0,139.0,2,365,1,90,4,4,1,258,1,0,0,0,0,0,0,0,0,0.025610479712810698,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2.0
1436,-1.120105587676803,0.14381846575362958,0.01846876549918248,20817864,1.0,1,0,4,2.0,115.0,1,1125,1,64,184,31,0,1565,0,0,0,0,0,0,0,0,1,0.041890324791288944,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5673,-0.9666097866483827,-0.5516995597982703,-0.5859666012915923,50653294,1.0,0,1,4,1.0,85.0,1,1125,1,72,0,0,1,178,1,0,0,0,0,0,1,0,0,0.09379759494675333,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
6302,-0.34842252479873687,-0.29135064811317163,0.25153735580726133,53115088,0.87,1,1,2,1.0,34.0,32,1125,1,90,0,0,0,3693,1,0,0,0,0,0,1,0,0,0.10016650960835696,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1.0
3770,-0.6155831854801666,-0.24799045727052302,-0.5810957148202911,41383866,0.44,0,1,4,2.0,94.0,20,1125,1,86,6,6,0,3319,1,0,0,0,1,0,0,0,0,0.10947088953287763,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1.0
3991,3.592378029602918,-0.04796682815150817,0.6073488099094242,42513801,1.0,0,1,16,6.0,571.0,2,1125,1,11,11,11,1,2722,0,0,0,0,0,0,1,0,0,0.07150750471887754,0,1,0,0,0,1,0,0,0,1,10.0,2.6666666666666665,1.6666666666666667,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,3.5
534,-1.097093314810126,-0.05910769236531895,0.11242500548026067,8286958,0.94,1,1,3,1.0,81.0,1,21,1,76,277,36,0,2491,1,0,0,0,1,0,0,0,0,0.09763641943003305,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
821,-1.4146629614672894,-0.14622386418544478,0.14700853921863388,13643020,1.0,0,1,7,3.0,300.0,2,14,1,0,12,0,0,2006,0,0,0,0,1,0,0,0,0,0.04100913575192046,0,1,0,0,0,1,0,0,0,1,4.0,2.3333333333333335,1.3333333333333333,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.5
1848,-1.3538677836984612,-0.04467945090339625,0.20961581978240615,24751573,0.95,1,1,4,1.0,189.0,3,1125,1,69,103,30,0,1788,1,0,0,0,1,0,0,0,0,0.03591754288811927,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0
1571,-1.1205024097116503,0.03601932401024564,0.18603451915646577,21772526,1.0,1,0,2,1.0,147.0,2,1125,1,90,75,9,0,1506,0,1,0,0,0,0,0,0,0,0.12378153147832055,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
